term,n_T,n_ST,p_T,p_ST,ll,category
intend cr,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ct ensur,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
asn jg,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ind mmsretrieveack,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
difficult earli,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
care t-pdu,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
long perfect,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ind cr,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
way messag,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
cmdf xe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
case liid,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ind messag,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ind mmsnotificationrespons,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
end make,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
otherstandard payload,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
re-written event,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
acknowledg m-retriev,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
asn codec,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
previous upload,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
acknowledg notif,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
mb nbasic,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
user m-notif,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ls nthank,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
user mms,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
care care,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
recommend repeat,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nmobil nthale,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
user send,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
li chanc,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
utc specif,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
df address,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
actual stage,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
semant explain,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nmisunderstand side,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
vagu imho,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
li cope,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
activatetask reject,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
valu describ,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
inadvert drop,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
move mms,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
recognis ct,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
activ state,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nbest nnicola,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
df show,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
similar architectur,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
variat intend,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ve consid,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
event mms,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
user intend,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
add aeronaut,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
exampl n-,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
uplink traffic,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
add develop,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
level gtp-u,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
order requir,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
exchang hard,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
record record,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
upload request,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nnicola nde,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
li -bis,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nb list,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nnetwork engin,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
exampl subsequ,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
uri im,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
user defer,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
exampl guess,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
uri li,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nbase convers,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
record improv,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
comment brian,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
prior meet,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nbasic question,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
improv make,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
exact text,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
improv match,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
area detail,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
li aspect,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ls nhi,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ethernet xe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ls nbase,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
recal discuss,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ciri-poi upf,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ciri-poi xe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
version nit,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
li handl,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nc nnow,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
receiv enb,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
receiv direct,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
receiv deactiv,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
belabour point,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
receiv answer,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nm ncontentloc,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
conf receiv,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ncannot read,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
side session,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
version unclear,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
action ct,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
reason xe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
epdg incorrect,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
epdg action,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
act admf,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
combin task,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
includ nso,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
origin call,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
belong manner,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
send rout,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
acknowledg read,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
beierer giorgi,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
version miss,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
signific limit,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
brye kind,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ve tab,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nbetreff draft,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
send activatetask,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
signal peer,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
send document,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
arriv point,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
vendor help,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nbetreff ts,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
receiv tfs,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
vendredi juillet,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
vendredi octobr,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
commenc monday,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
receiv respond,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
version misalign,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
send http,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
receiv ng-ran,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
org reply-to,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
error nthe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
version control,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ask round,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
meet forward,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
error descript,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
error correct,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
version give,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
error actual,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
content deliveri,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
need target,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
independ task,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
big general,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
set suspend,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
don ts,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe general,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
servic ffs,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
mean case,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
don payload,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
purpos acknowledg,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe input,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe interfac,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
discuss ngiorgi,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
propos ulic,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
context li,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
don extra,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
don extens,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
don develop,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
lipf nj,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
lipf poi,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
psheader structur,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
discuss nlet,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
claus relat,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
-c ranap,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nhi mirko,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
-c gtpv,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
doesn xc,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe place,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
doesn question,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
confirm target,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe request,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
don valid,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
don worri,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe expertis,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe cmdf,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
draft part,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bite number,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe c-,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
propos option,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
line ts,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
mean header,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
separ payload,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bite suffcient,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
box hill,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe ciri-poi,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bite unclear,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bite vagu,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
inform nif,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
aspect rais,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
dr current,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nf nc,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
put general,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bite wall,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
downlink traffic,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
packet multipl,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
packet multiplex,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
assign uplink,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
claus nthere,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe defer,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
linotificationpayload ber,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
local agreement,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
server text,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
proxy-relay perspect,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
blue box,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ng-ran assign,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xiripayload gtpv,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
protocol qos,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
list ni,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
claus udm,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xsd place,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xx ber,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
inform singl,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
provis base,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
serv gw,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ngener comment,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ngap xe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ng-ran ngap,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
paragraph paragraph,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
list nall,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
case comment,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
diverg singl,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
provid type,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
distribut relev,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
distribut messag,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
mdf report,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
provid output,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
-- cr,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
provid doc,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
server cc-tf,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
zip rel-,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
zip remov,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
provis http,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xiri subject,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
server target,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xiri m-notifyresp,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
prospect street,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
case asymmetr,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
page highlight,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
discuss qualiti,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nfor item,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
lmf nthe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nhere opinion,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
document similar,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nhello selvam,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xe xbd,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nfranc nde,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xiri convent,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nhello brye,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xiri style,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
sequenc locationinfo,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
assign f-teid,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
list exampl,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
server n-,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xiri nv,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
list flexibl,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
mdf popul,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
document call,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
server handl,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
protocol gtpv,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
document attribut,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
pair tunnel,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
claus network,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
case doesn,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bite nthe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
eleg npleas,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
write beat,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
question remain,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
mechan procedur,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
outstand comment,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
elimin confus,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
direct ts,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
write current,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bind right,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
indirectly-task poi,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
set hplmn,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
sentenc sip,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
disabl confidenti,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
overhaul trigger,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
mdf box,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
question ne,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
individu section,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
propos bite,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
industri environ,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nicola nmani,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
effort deep,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
-u t-pdu,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
write target,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
set addit,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
infer ng,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bit asn,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
session xe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
liaison sa,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
question steij,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
editori mb,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nif statement,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
emm gregstatus,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
emm gmmstatus,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
claus actual,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
rapporteur ts,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
output correct,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
night call,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
email subsequ,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
email scan,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
nif ue,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
claus appli,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
rang import,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ranap -ap,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
email prior,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
set mms,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
claus big,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
claus bite,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bimod case,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
cope futur,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
email minut,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
instanc intercept,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
quot end,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
sentenc note,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
promot crs,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
coordin trigger,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
claus defin,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
sentenc nthe,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
-u header,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
asn point,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
paramet import,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
limit nthis,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
-li noption,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
easi benefici,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
mean payload,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
earlier michael,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
ni person,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
earlier ber,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xa unstructur,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
discuss conclud,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bp cholet,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
bite clever,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
-li crs,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
paramet national-hi,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
control unlik,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
case ack,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xb blom,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xb claus,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
propos ls,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
qualiti text,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
separ event,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
drop revis,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
drop gtp-u,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
xcc bite,0.0,2200.0,0.0,0.34316019341756354,-50.92528650202303,S\T
