term,n_T,n_ST,p_T,p_ST,ll,category
ception de,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
rogers web,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
rogers aviscourriel,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
content emailnotice,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
se fait,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
courriels se,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
suivant les,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
email basis,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
www rogers,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
avis publi,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
notre transmission,4799,1900,10.212765957446807,0.6859205776173285,-1290.0930385755994,T
etsi org,28700,95300,61.06382978723405,34.4043321299639,-1290.4910221696455,T
jason graham,7000,6199,14.893617021276595,2.2382671480144403,-1290.858733826592,T
emailnotice http,4400,1400,9.361702127659575,0.5054151624548736,-1290.9469539142483,T
tel ne-mail,3899,800,8.297872340425531,0.2888086642599278,-1291.2571768239059,T
nmobile nalt,3899,800,8.297872340425531,0.2888086642599278,-1291.2571768239059,T
set www,4700,1900,10.0,0.6859205776173285,-1291.7604226136127,T
list etsi,28900,97400,61.48936170212767,35.16245487364621,-1292.1305404858567,T
est confidentiel,4799,2100,10.212765957446807,0.7581227436823105,-1292.249280869877,T
america nmobile,7199,6900,15.319148936170212,2.490974729241877,-1292.2722351105444,T
wg li,28600,95899,60.851063829787236,34.62093862815884,-1292.4057048750947,T
aviscourriel http,4300,1400,9.148936170212766,0.5054151624548736,-1292.662715638002,T
emailnotice nce,4300,1400,9.148936170212766,0.5054151624548736,-1292.662715638002,T
nmaurizio nfrom,5600,3700,11.914893617021278,1.3357400722021662,-1293.9919177873528,T
nmichael n--,4400,1699,9.361702127659575,0.6137184115523465,-1294.5331769633729,T
org nsubject,22300,64699,47.4468085106383,23.35740072202166,-1294.8159942083075,T
gpp tsg,28600,97700,60.851063829787236,35.270758122743686,-1295.3188751552889,T
send receive,4900,2600,10.425531914893616,0.9386281588447654,-1295.5263438920638,T
mailto jason,4200,1499,8.936170212765958,0.5415162454873645,-1295.5782779891458,T
graham nsent,4300,2100,9.148936170212766,0.7581227436823105,-1300.3485620873669,T
communication confidential,4799,2999,10.212765957446807,1.083032490974729,-1300.5333619216183,T
michael bilca,3599,1100,7.659574468085106,0.3971119133574007,-1300.8293742535388,T
ni upload,8200,11400,17.4468085106383,4.115523465703971,-1301.251877883899,T
behalf jason,4200,2100,8.936170212765958,0.7581227436823105,-1301.9402590846812,T
research standardization,4799,3200,10.212765957446807,1.1552346570397112,-1302.1229397312477,T
beach nsent,3399,1000,7.234042553191489,0.36101083032490977,-1302.9491381067887,T
graham trideaworks,5800,5600,12.340425531914894,2.0216606498194944,-1303.8228121753891,T
behalf maurizio,4000,2000,8.51063829787234,0.7220216606498195,-1304.1561820227578,T
xc xa,9599,16700,20.425531914893615,6.028880866425993,-1304.6677842762572,T
n- douglas,2399,100,5.106382978723404,0.036101083032490974,-1305.151394158017,T
repair n-,2399,100,5.106382978723404,0.036101083032490974,-1305.151394158017,T
nthis communication,4400,2900,9.361702127659575,1.0469314079422383,-1305.754436704932,T
michael trideaworks,2900,600,6.170212765957447,0.21660649819494585,-1305.919587885259,T
li -e-a,5000,4200,10.638297872340425,1.516245487364621,-1306.293682339584,T
nalt tel,4400,2999,9.361702127659575,1.083032490974729,-1306.5259497801715,T
delete sentence,2300,100,4.8936170212765955,0.036101083032490974,-1307.0449973829739,T
group mailto,6300,7600,13.404255319148936,2.743682310469314,-1307.6970323637731,T
bilca michael,2500,300,5.319148936170213,0.10830324909747292,-1307.8617890487503,T
beach nagaraja,3899,2300,8.297872340425531,0.8303249097472925,-1308.405553355837,T
nonc xc,3100,1100,6.595744680851063,0.3971119133574007,-1309.266203572685,T
publi xc,3100,1100,6.595744680851063,0.3971119133574007,-1309.266203572685,T
modalit xc,3100,1100,6.595744680851063,0.3971119133574007,-1309.266203572685,T
xa nonc,3100,1100,6.595744680851063,0.3971119133574007,-1309.266203572685,T
xa ception,3100,1100,6.595744680851063,0.3971119133574007,-1309.266203572685,T
xa www,3100,1100,6.595744680851063,0.3971119133574007,-1309.266203572685,T
transmission xc,3100,1100,6.595744680851063,0.3971119133574007,-1309.266203572685,T
ne-mail jason,2399,300,5.106382978723404,0.10830324909747292,-1309.6883216379072,T
oma spec,2000,0,4.25531914893617,0.0,-1309.7528490100974,T
repair douglas,3399,1699,7.234042553191489,0.6137184115523465,-1310.7554629998936,T
change propose,2300,300,4.8936170212765955,0.10830324909747292,-1311.5071950001377,T
xa es,3100,1300,6.595744680851063,0.4693140794223827,-1311.5112098883594,T
alex nfrom,2399,400,5.106382978723404,0.1444043321299639,-1311.519570540263,T
xe standardization,2399,400,5.106382978723404,0.1444043321299639,-1311.519570540263,T
research xe,2399,400,5.106382978723404,0.1444043321299639,-1311.519570540263,T
opinion word,1900,0,4.042553191489362,0.0,-1311.6703490701625,T
iovieno nsent,3200,1499,6.808510638297872,0.5415162454873645,-1311.9673240974203,T
im auftrag,3599,2200,7.659574468085106,0.7942238267148014,-1312.1072212524439,T
auftrag von,3599,2200,7.659574468085106,0.7942238267148014,-1312.1072212524439,T
nto gpp,21700,72199,46.170212765957444,26.06498194945848,-1312.2054244935262,T
ndate tuesday,2000,100,4.25531914893617,0.036101083032490974,-1312.6930469133026,T
tsg sa,29299,114000,62.34042553191489,41.15523465703971,-1312.7802820811921,T
receive email,6300,8800,13.404255319148936,3.1768953068592056,-1312.8994756692327,T
org im,3599,2300,7.659574468085106,0.8303249097472925,-1312.9191208247985,T
org gpp,7900,13900,16.80851063829787,5.018050541516246,-1313.550362524663,T
applicable ims,1799,0,3.829787234042553,0.0,-1313.583441477755,T
activations applicable,1799,0,3.829787234042553,0.0,-1313.583441477755,T
transfer target,1799,0,3.829787234042553,0.0,-1313.583441477755,T
addition cr,1799,0,3.829787234042553,0.0,-1313.583441477755,T
sentence rephrase,1799,0,3.829787234042553,0.0,-1313.583441477755,T
line sentence,1799,0,3.829787234042553,0.0,-1313.583441477755,T
redirect transfer,1799,0,3.829787234042553,0.0,-1313.583441477755,T
note line,1799,0,3.829787234042553,0.0,-1313.583441477755,T
trideaworks gpp,3800,2800,8.085106382978724,1.0108303249097472,-1313.777520900485,T
markc tencastle,6700,10200,14.255319148936172,3.68231046931408,-1313.7782465401992,T
sa wg,29299,114900,62.34042553191489,41.48014440433213,-1313.9022317711206,T
upload draft,6700,10400,14.255319148936172,3.7545126353790614,-1314.5062360026507,T
xiri nhi,1900,100,4.042553191489362,0.036101083032490974,-1314.563716543331,T
comment cr,2700,1000,5.74468085106383,0.36101083032490977,-1314.7078696377905,T
njoachim nvon,2700,1000,5.74468085106383,0.36101083032490977,-1314.7078696377905,T
nregards nmichael,2100,300,4.468085106382979,0.10830324909747292,-1315.1200803027828,T
https aka,2100,300,4.468085106382979,0.10830324909747292,-1315.1200803027828,T
mark tencastle,6500,10000,13.829787234042554,3.6101083032490973,-1315.2440274391777,T
dans avis,2800,1200,5.957446808510639,0.4332129963898917,-1315.2825263235952,T
oma specification,1699,0,3.6170212765957444,0.0,-1315.4918602346281,T
establish ims,1699,0,3.6170212765957444,0.0,-1315.4918602346281,T
session xiri,1699,0,3.6170212765957444,0.0,-1315.4918602346281,T
ims session,1699,0,3.6170212765957444,0.0,-1315.4918602346281,T
li clarification,1699,0,3.6170212765957444,0.0,-1315.4918602346281,T
clarification start,1699,0,3.6170212765957444,0.0,-1315.4918602346281,T
interception establish,1699,0,3.6170212765957444,0.0,-1315.4918602346281,T
xc gpp,4600,4900,9.787234042553191,1.768953068592058,-1315.709784129092,T
nbetreff sa,3300,2100,7.021276595744681,0.7581227436823105,-1315.7706517795032,T
xe xe,3700,2900,7.872340425531915,1.0469314079422383,-1315.8935163623412,T
mark canterbury,6700,10800,14.255319148936172,3.898916967509025,-1315.9168035924858,T
tencastle http,6400,9900,13.617021276595745,3.5740072202166067,-1315.9728359498122,T
http www,11300,27300,24.04255319148936,9.855595667870036,-1316.1747657527774,T
www tencastle,6400,10000,13.617021276595745,3.6101083032490973,-1316.33178413644,T
aw sa,2600,1000,5.531914893617021,0.36101083032490977,-1316.3427631509846,T
behalf michael,2300,600,4.8936170212765955,0.21660649819494585,-1316.370058843057,T
sessions redirect,1799,100,3.829787234042553,0.036101083032490974,-1316.427708468679,T
propose note,1799,100,3.829787234042553,0.036101083032490974,-1316.427708468679,T
nvon gpp,3200,2000,6.808510638297872,0.7220216606498195,-1316.4484011527793,T
ce message,1900,200,4.042553191489362,0.07220216606498195,-1316.8104061899624,T
nfew comment,1900,200,4.042553191489362,0.07220216606498195,-1316.8104061899624,T
revision upload,1900,200,4.042553191489362,0.07220216606498195,-1316.8104061899624,T
nthank comment,2000,300,4.25531914893617,0.10830324909747292,-1316.9129946604196,T
target nin,1600,0,3.404255319148936,0.0,-1317.3952928519757,T
nnote activations,1600,0,3.404255319148936,0.0,-1317.3952928519757,T
stage rcs,1600,0,3.404255319148936,0.0,-1317.3952928519757,T
sentence ni,1600,0,3.404255319148936,0.0,-1317.3952928519757,T
sentence nnote,1600,0,3.404255319148936,0.0,-1317.3952928519757,T
xac aprile,2100,500,4.468085106382979,0.18050541516245489,-1318.3768597677263,T
aka ms,2100,500,4.468085106382979,0.18050541516245489,-1318.3768597677263,T
mercoled xc,2600,1200,5.531914893617021,0.4332129963898917,-1318.4620958896483,T
add trigger,2000,400,4.25531914893617,0.1444043321299639,-1318.5945797764095,T
propose delete,1799,200,3.829787234042553,0.07220216606498195,-1318.6275676852736,T
ims sessions,1799,200,3.829787234042553,0.07220216606498195,-1318.6275676852736,T
de la,3200,2300,6.808510638297872,0.8303249097472925,-1318.7545412791342,T
graham ntridea,4100,4300,8.72340425531915,1.552346570397112,-1318.9175828391824,T
nsent mercoled,2500,1100,5.319148936170213,0.3971119133574007,-1319.0278760927513,T
message ses,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
le detruire,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
norange decline,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
paragraph recommend,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
autorisation si,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
donc npas,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
deforme ou,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
les piece,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
message ete,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
peuvent contenir,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
apply revision,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
des informations,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
email alter,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
decline toute,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
doivent donc,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
electroniques etant,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
piece joint,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
distract nregards,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
mms nall,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
descriptions xiri,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
attachments nas,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
nreply-to michael,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
detruire ainsi,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
avez recu,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
informations confidentielles,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
veuillez le,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
diffuse exploit,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
authorisation nif,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
distribute copy,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
ou copy,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
note apply,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
si ce,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
ou falsifie,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
signaler na,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
ou privilegiees,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
ses piece,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
orange liable,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
npas etre,1500,0,3.1914893617021276,0.0,-1319.2933690698912,T
